Rented Bike Count,Temperature(°C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(°C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Day,DayOfWeek,Weekend,Hour_sin,Hour_cos,Month_sin,Month_cos,Seasons_Spring,Seasons_Summer,Seasons_Winter,Holiday_No Holiday,Functioning Day_Yes
254.0,-1.5139572362780525,-1.042482884587357,0.4584757759647644,0.925871347770635,-1.659604672723206,-0.6551317164805702,-0.13179988368373619,-0.17189109256898674,-1.673503249696461,0.4991436883593953,-0.631242768631999,2.150811587238048e-17,1.414213562373095,0.007625932179129324,1.414673093350296,-0.5805138559899644,-0.5805138559899644,1.748014746950253,0.2277568854003371,0.18667988589875736
204.0,-1.5390741483279362,-0.9933699887973514,-0.8925614955119692,0.925871347770635,-1.659604672723206,-0.6551317164805702,-0.13179988368373619,-0.17189109256898674,-1.673503249696461,0.4991436883593953,-0.631242768631999,0.3660254037844386,1.3660254037844388,0.007625932179129324,1.414673093350296,-0.5805138559899644,-0.5805138559899644,1.748014746950253,0.2277568854003371,0.18667988589875736
173.0,-1.580935668411076,-0.9442570930073456,-0.699556171015293,0.925871347770635,-1.6672618610968273,-0.6551317164805702,-0.13179988368373619,-0.17189109256898674,-1.673503249696461,0.4991436883593953,-0.631242768631999,0.7071067811865474,1.2247448713915892,0.007625932179129324,1.414673093350296,-0.5805138559899644,-0.5805138559899644,1.748014746950253,0.2277568854003371,0.18667988589875736
107.0,-1.597680276444332,-0.8951441972173398,-0.796058833263631,0.925871347770635,-1.659604672723206,-0.6551317164805702,-0.13179988368373619,-0.17189109256898674,-1.673503249696461,0.4991436883593953,-0.631242768631999,1.0,1.0000000000000002,0.007625932179129324,1.414673093350296,-0.5805138559899644,-0.5805138559899644,1.748014746950253,0.2277568854003371,0.18667988589875736
78.0,-1.580935668411076,-1.0915957803773628,0.5549784382131022,0.925871347770635,-1.73617655645942,-0.6551317164805702,-0.13179988368373619,-0.17189109256898674,-1.673503249696461,0.4991436883593953,-0.631242768631999,1.224744871391589,0.7071067811865478,0.007625932179129324,1.414673093350296,-0.5805138559899644,-0.5805138559899644,1.748014746950253,0.2277568854003371,0.18667988589875736
100.0,-1.614424884477588,-1.042482884587357,-0.21704285977360246,0.925871347770635,-1.7438337448330412,-0.6551317164805702,-0.13179988368373619,-0.17189109256898674,-1.673503249696461,0.4991436883593953,-0.631242768631999,1.3660254037844386,0.36602540378443865,0.007625932179129324,1.414673093350296,-0.5805138559899644,-0.5805138559899644,1.748014746950253,0.2277568854003371,0.18667988589875736
181.0,-1.6311694925108438,-1.1407086761673686,-0.4100481842702786,0.925871347770635,-1.8050912518220124,-0.6551317164805702,-0.13179988368373619,-0.17189109256898674,-1.673503249696461,0.4991436883593953,-0.631242768631999,1.414213562373095,1.651719222773127e-16,0.007625932179129324,1.414673093350296,-0.5805138559899644,-0.5805138559899644,1.748014746950253,0.2277568854003371,0.18667988589875736
460.0,-1.6981479246438673,-0.9933699887973514,-0.796058833263631,0.925871347770635,-1.7897768750747698,-0.6551317164805702,-0.13179988368373619,-0.17189109256898674,-1.673503249696461,0.4991436883593953,-0.631242768631999,1.3660254037844386,-0.3660254037844384,0.007625932179129324,1.414673093350296,-0.5805138559899644,-0.5805138559899644,1.748014746950253,0.2277568854003371,0.18667988589875736
930.0,-1.7148925326771234,-1.042482884587357,-0.6030535087669547,0.925871347770635,-1.8280628169428768,-0.6436202182560113,-0.13179988368373619,-0.17189109256898674,-1.673503249696461,0.4991436883593953,-0.631242768631999,1.224744871391589,-0.7071067811865471,0.007625932179129324,1.414673093350296,-0.5805138559899644,-0.5805138559899644,1.748014746950253,0.2277568854003371,0.18667988589875736
490.0,-1.6227971884942156,-1.5336118424874146,-1.1820694822569835,0.8075016906887132,-2.0271497146570328,-0.3903672573157166,-0.13179988368373619,-0.17189109256898674,-1.673503249696461,0.4991436883593953,-0.631242768631999,1.0,-0.9999999999999997,0.007625932179129324,1.414673093350296,-0.5805138559899644,-0.5805138559899644,1.748014746950253,0.2277568854003371,0.18667988589875736
339.0,-1.3716280679953772,-1.6809505298574319,-0.5065508465186168,0.9192952557105282,-1.935263454173576,0.09311566811575528,-0.13179988368373619,-0.17189109256898674,-1.673503249696461,0.4991436883593953,-0.631242768631999,0.7071067811865474,-1.224744871391589,0.007625932179129324,1.414673093350296,-0.5805138559899644,-0.5805138559899644,1.748014746950253,0.2277568854003371,0.18667988589875736
360.0,-1.1204589474965387,-1.8282892172274492,-0.4100481842702786,0.8206538748089267,-1.858691570437362,0.4269491166279619,-0.13179988368373619,-0.17189109256898674,-1.673503249696461,0.4991436883593953,-0.631242768631999,0.366025403784439,-1.3660254037844384,0.007625932179129324,1.414673093350296,-0.5805138559899644,-0.5805138559899644,1.748014746950253,0.2277568854003371,0.18667988589875736
449.0,-0.9362682591307239,-1.7300634256474376,-0.31354552202194064,0.925871347770635,-1.6289759192287205,0.6226445864454626,-0.13179988368373619,-0.17189109256898674,-1.673503249696461,0.4991436883593953,-0.631242768631999,1.946993271194791e-16,-1.4142135623730947,0.007625932179129324,1.414673093350296,-0.5805138559899644,-0.5805138559899644,1.748014746950253,0.2277568854003371,0.18667988589875736
451.0,-0.8776621310143281,-1.631837634067426,-0.12054019752526428,0.925871347770635,-1.5064609052507785,0.6802020775682567,-0.13179988368373619,-0.17189109256898674,-1.673503249696461,0.4991436883593953,-0.631242768631999,-0.36602540378443865,-1.3660254037844384,0.007625932179129324,1.414673093350296,-0.5805138559899644,-0.5805138559899644,1.748014746950253,0.2277568854003371,0.18667988589875736
447.0,-0.8274283069145604,-1.5827247382774203,0.265470451468088,0.925871347770635,-1.4298890215145645,0.507529604199874,-0.13179988368373619,-0.17189109256898674,-1.673503249696461,0.4991436883593953,-0.631242768631999,-0.7071067811865471,-1.224744871391589,0.007625932179129324,1.414673093350296,-0.5805138559899644,-0.5805138559899644,1.748014746950253,0.2277568854003371,0.18667988589875736
